,1st_ace_percentage,1st_serve_percentage,1st_velocity,2nd_velocity,ad_percentage,deuce_percentage,double_fault_percentage,gender,opponent,player,points_won,serve_win_percentage,surface,tournament,handedness,Height
274,0.058823529,0.557377049,0,0,0.5,0.5,0.049180328,M,Damir Dzumhur,Renzo Olivo,45,0.360655738,grass,wimbledon,R,71
532,0.0625,0.631578947,103.4583333,85.58333333,0.475,0.525,0.052631579,M,Robin Haase,Alex De Minaur,63,0.526315789,clay,french,R,71
533,0.125,0.574850299,100.09375,85.609375,0.505050505,0.494949495,0.041916168,M,Gerald Melzer,Alex De Minaur,166,0.592814371,hard,aus,R,71
534,0.014705882,0.68,100.0441176,87.75,0.576923077,0.423076923,0.04,M,Sam Querrey,Alex De Minaur,77,0.52,hard,aus,R,71
1303,0.06779661,0.627659574,90.54237288,71.79411765,0.507936508,0.492063492,0.010638298,F,Su Wei Hsieh,Johanna Konta,105,0.670212766,clay,french,R,71
1304,0.0625,0.680851064,99.46875,92.66666667,0.454545455,0.545454545,0,F,Su Wei Hsieh,Johanna Konta,62,0.70212766,grass,wimbledon,R,71
1305,0.155844156,0.631147541,103.5974026,88.6097561,0.524390244,0.475609756,0.032786885,F,Donna Vekic,Johanna Konta,130,0.672131148,grass,wimbledon,R,71
1306,0.137931034,0.630434783,106.7241379,89.4,0.571428571,0.428571429,0.043478261,F,Maria Sakkari,Johanna Konta,66,0.760869565,grass,wimbledon,R,71
1307,0.107692308,0.656565657,103.2923077,90.54545455,0.449275362,0.550724638,0.01010101,F,Caroline Garcia,Johanna Konta,103,0.696969697,grass,wimbledon,R,71
1308,0.039473684,0.684684685,104,89.28125,0.493333333,0.506666667,0.027027027,F,Simona Halep,Johanna Konta,114,0.675675676,grass,wimbledon,R,71
1309,0.159090909,0.676923077,103.7045455,92.23529412,0.472222222,0.527777778,0.061538462,F,Venus Williams,Johanna Konta,49,0.553846154,grass,wimbledon,R,71
1310,0.111111111,0.454545455,90.73333333,76.42,0.563636364,0.436363636,0.04040404,F,Aleksandra Krunic,Johanna Konta,95,0.555555556,hard,us,R,71
1311,0.023809524,0.636363636,99.69047619,83.2173913,0.533333333,0.466666667,0.015151515,F,Kirsten Flipkens,Johanna Konta,72,0.681818182,hard,aus,R,71
1312,0.25,0.679245283,99.72222222,85.625,0.45,0.55,0.018867925,F,Naomi Osaka,Johanna Konta,64,0.754716981,hard,aus,R,71
1313,0.206896552,0.591836735,104.0344828,93.82352941,0.457142857,0.542857143,0.06122449,F,Caroline Wozniacki,Johanna Konta,61,0.714285714,hard,aus,R,71
1314,0.257142857,0.660377358,103.1714286,92.3125,0.405405405,0.594594595,0.037735849,F,Ekaterina Makarova,Johanna Konta,60,0.698113208,hard,aus,R,71
1315,0.066666667,0.6,101.2666667,90.82352941,0.461538462,0.538461538,0.06,F,Serena Williams,Johanna Konta,45,0.52,hard,aus,R,71
1637,0.018518519,0.692307692,0,0,0.480769231,0.519230769,0.051282051,F,Risa Ozaki,Denisa Allertova,105,0.666666667,grass,wimbledon,R,71
1638,0.03030303,0.611111111,0,0,0.433333333,0.566666667,0.111111111,F,Petra Martic,Denisa Allertova,48,0.555555556,grass,wimbledon,R,71
1639,0.018181818,0.625,100.2,85,0.469387755,0.530612245,0.090909091,F,Naomi Osaka,Denisa Allertova,83,0.556818182,hard,us,R,71
1640,0.042553191,0.61038961,103.5744681,92.19047619,0.55,0.45,0.116883117,F,Dominika Cibulkova,Denisa Allertova,69,0.519480519,hard,aus,R,71
1704,0.019607843,0.62962963,100.6078431,75.30769231,0.487804878,0.512195122,0.049382716,M,Dominic Thiem,Alex de Minaur,60,0.50617284,hard,us,R,71
1724,0.196078431,0.536842105,103.9803922,84.91891892,0.528301887,0.471698113,0.073684211,F,Venus Williams,Viktoria Kuzmova,78,0.557894737,hard,us,R,71
1762,0.142857143,0.628205128,112.2857143,86.92307692,0.434782609,0.565217391,0.038461538,M,Richard Gasquet,Blake Mott,70,0.58974359,hard,aus,R,71
1775,0.12,0.480769231,0,0,0.47826087,0.52173913,0.096153846,F,Su Wei Hsieh,Karin Knapp,40,0.442307692,hard,aus,R,71
637,0.111111111,0.65060241,99.18518519,81.76923077,0.465116279,0.534883721,0.036144578,M,Horacio Zeballos,Adrian Mannarino,77,0.518072289,clay,french,L,71.26
638,0.176470588,0.666666667,0,0,0.462686567,0.537313433,0.019607843,M,Feliciano Lopez,Adrian Mannarino,117,0.656862745,grass,wimbledon,L,71.26
639,0.090909091,0.655629139,0,0,0.450980392,0.549019608,0.006622517,M,Yuichi Sugita,Adrian Mannarino,176,0.675496689,grass,wimbledon,L,71.26
640,0.066666667,0.628742515,108.8571429,86.20689655,0.513513514,0.486486486,0.023952096,M,Gael Monfils,Adrian Mannarino,177,0.664670659,grass,wimbledon,L,71.26
641,0.028169014,0.696078431,108.056338,89.83333333,0.542372881,0.457627119,0.009803922,M,Novak Djokovic,Adrian Mannarino,87,0.578431373,grass,wimbledon,L,71.26
642,0.169014085,0.622807018,109.3098592,84.625,0.53164557,0.46835443,0.026315789,M,Bjorn Fratangelo,Adrian Mannarino,124,0.692982456,hard,us,L,71.26
643,0,0.617977528,107.9818182,84.9375,0.509433962,0.490566038,0.02247191,M,Dominic Thiem,Adrian Mannarino,86,0.595505618,hard,us,L,71.26
644,0.088888889,0.638297872,0,0,0.489361702,0.510638298,0.007092199,M,Karen Khachanov,Adrian Mannarino,129,0.666666667,hard,aus,L,71.26
987,0.060606061,0.568965517,82.27272727,77.88235294,0.40625,0.59375,0.137931034,F,Cagla Buyukakcay,Mirjana Lucic Baroni,46,0.551724138,clay,french,R,71.26
988,0.070175439,0.513513514,0,0,0.421875,0.578125,0.09009009,F,Carina Witthoeft,Mirjana Lucic Baroni,113,0.576576577,grass,wimbledon,R,71.26
989,0.047619048,0.533898305,95.6031746,81.38636364,0.564516129,0.435483871,0.093220339,F,,Mirjana Lucic Baroni,97,0.525423729,hard,us,R,71.26
990,0.028169014,0.601694915,97.35211268,89.21621622,0.422535211,0.577464789,0.084745763,F,Qiang Wang,Mirjana Lucic Baroni,109,0.601694915,hard,aus,R,71.26
991,0.066666667,0.652173913,104.2333333,89.07142857,0.5,0.5,0.043478261,F,Agnieszka Radwanska,Mirjana Lucic Baroni,59,0.608695652,hard,aus,R,71.26
992,0.037735849,0.6625,96.24528302,86.04761905,0.551020408,0.448979592,0.075,F,Maria Sakkari,Mirjana Lucic Baroni,89,0.6125,hard,aus,R,71.26
993,0.137931034,0.491525424,105.7931034,89.10714286,0.526315789,0.473684211,0.033898305,F,Jennifer Brady,Mirjana Lucic Baroni,66,0.644067797,hard,aus,R,71.26
994,0.195652174,0.56097561,102.4782609,87.35483871,0.454545455,0.545454545,0.06097561,F,Karolina Pliskova,Mirjana Lucic Baroni,88,0.536585366,hard,aus,R,71.26
995,0.1,0.588235294,103.5333333,89.33333333,0.47826087,0.52173913,0.117647059,F,Serena Williams,Mirjana Lucic Baroni,33,0.450980392,hard,aus,R,71.26
1199,0.152173913,0.71875,0,0,0.365853659,0.634146341,0.0625,F,Kateryna Bondarenko,Petra Martic,70,0.640625,clay,french,R,71.26
1200,0.021276596,0.691176471,74.31914894,71.5,0.523809524,0.476190476,0.044117647,F,Madison Keys,Petra Martic,84,0.617647059,clay,french,R,71.26
1201,0.068965517,0.707317073,0,0,0.533333333,0.466666667,0,F,Anastasija Sevastova,Petra Martic,56,0.731707317,clay,french,R,71.26
1202,0.019607843,0.662337662,84.74509804,69.65217391,0.555555556,0.444444444,0.038961039,F,Elina Svitolina,Petra Martic,89,0.584415584,clay,french,R,71.26
1203,0.0375,0.740740741,0,0,0.514705882,0.485294118,0.009259259,F,Daria Gavrilova,Petra Martic,113,0.62962963,grass,wimbledon,R,71.26
1204,0.076923077,0.684210526,0,0,0.41025641,0.58974359,0.01754386,F,Denisa Allertova,Petra Martic,63,0.684210526,grass,wimbledon,R,71.26
1205,0.072727273,0.670731707,97.07272727,81,0.5625,0.4375,0.048780488,F,Zarina Diyas,Petra Martic,85,0.585365854,grass,wimbledon,R,71.26
1206,0.016393443,0.726190476,98.06557377,83.35,0.511111111,0.488888889,0.035714286,F,Magdalena Rybarikova,Petra Martic,80,0.535714286,grass,wimbledon,R,71.26
1207,0.045454545,0.628571429,97.63636364,83.66666667,0.5,0.5,0.071428571,F,Agnieszka Radwanska,Petra Martic,60,0.542857143,hard,us,R,71.26
1416,0,0.590909091,0,0,0.5,0.5,0.121212121,F,Mariana Duque Marino,Irina Camelia Begu,67,0.454545455,clay,french,R,71.26
1417,0.028571429,0.593220339,0,0,0.45,0.55,0.033898305,F,Naomi Broady,Irina Camelia Begu,62,0.677966102,grass,wimbledon,R,71.26
1418,0.096774194,0.601941748,0,0,0.516666667,0.483333333,0.058252427,F,Ana Konjuh,Irina Camelia Begu,98,0.582524272,grass,wimbledon,R,71.26
1419,0.051724138,0.568627451,0,0,0.537313433,0.462686567,0.078431373,F,Yaroslava Shvedova,Irina Camelia Begu,101,0.656862745,hard,aus,R,71.26
1420,0.088888889,0.584415584,0,0,0.529411765,0.470588235,0.103896104,F,Kristyna Pliskova,Irina Camelia Begu,69,0.662337662,hard,aus,R,71.26
1740,0.12,0.862068966,91.32,82.5,0.463414634,0.536585366,0,F,Yanina Wickmayer,Kaia Kanepi,70,0.706896552,hard,us,R,71.26
1741,0.033898305,0.686046512,94.15254237,84.34615385,0.431372549,0.568627451,0.011627907,F,Naomi Osaka,Kaia Kanepi,95,0.593023256,hard,us,R,71.26
1742,0.070175439,0.77027027,94.94736842,82.78571429,0.575,0.425,0.040540541,F,Daria Kasatkina,Kaia Kanepi,75,0.540540541,hard,us,R,71.26
1743,0,0.671875,99.34883721,86.10526316,0.527777778,0.472222222,0.03125,F,Madison Keys,Kaia Kanepi,50,0.5625,hard,us,R,71.26
896,0.289473684,0.527777778,95.39473684,71.40740741,0.510204082,0.489795918,0.097222222,F,Ajla Tomljanovic,Kiki Bertens,84,0.680555556,clay,french,R,71.65
897,0.157894737,0.550724638,87.05263158,74.52,0.542857143,0.457142857,0.086956522,F,Catherine Bellis,Kiki Bertens,72,0.507246377,clay,french,R,71.65
898,0.035087719,0.587628866,0,0,0.345454545,0.654545455,0.041237113,F,Sorana Cirstea,Kiki Bertens,80,0.567010309,grass,wimbledon,R,71.65
899,0.05,0.526315789,0,0,0.523809524,0.476190476,0.039473684,F,Varvara Lepchenko,Kiki Bertens,85,0.552631579,hard,aus,R,71.65
1619,0.102564103,0.541666667,0,0,0.553191489,0.446808511,0.069444444,F,Kateryna Bondarenko,Yanina Wickmayer,74,0.652777778,grass,wimbledon,R,71.65
1620,0.161290323,0.508196721,102.0645161,87.86666667,0.485714286,0.514285714,0,F,Garbine Muguruza,Yanina Wickmayer,54,0.573770492,grass,wimbledon,R,71.65
1621,0.020408163,0.720588235,93.18367347,80.76470588,0.512820513,0.487179487,0.029411765,F,Kaia Kanepi,Yanina Wickmayer,56,0.573529412,hard,us,R,71.65
1622,0.107142857,0.583333333,94.375,84,0.5,0.5,0.125,F,Lucie Safarova,Yanina Wickmayer,91,0.583333333,hard,aus,R,71.65
1623,0.048780488,0.773584906,98.63414634,83,0.527777778,0.472222222,0,F,Ekaterina Alexandrova,Garbine Muguruza,59,0.679245283,grass,wimbledon,R,71.65
1624,0.131578947,0.655172414,100.6052632,86.6,0.512820513,0.487179487,0,F,Yanina Wickmayer,Garbine Muguruza,65,0.672413793,grass,wimbledon,R,71.65
1625,0,0.615384615,99.65625,86,0.485714286,0.514285714,0.019230769,F,Sorana Cirstea,Garbine Muguruza,65,0.673076923,grass,wimbledon,R,71.65
1626,0.086206897,0.623655914,98.34482759,80.23529412,0.581818182,0.418181818,0.010752688,F,Angelique Kerber,Garbine Muguruza,88,0.591397849,grass,wimbledon,R,71.65
1627,0.047619048,0.646153846,95.30952381,80.42857143,0.522727273,0.477272727,0.030769231,F,Svetlana Kuznetsova,Garbine Muguruza,59,0.676923077,grass,wimbledon,R,71.65
1628,0.111111111,0.675,95.88888889,80.61538462,0.433333333,0.566666667,0,F,Magdalena Rybarikova,Garbine Muguruza,61,0.75,grass,wimbledon,R,71.65
1667,0.111111111,0.52173913,0,0,0.458333333,0.541666667,0.028985507,F,Irina Khromacheva,Aryna Sabalenka,66,0.695652174,grass,wimbledon,R,71.65
1668,0.096774194,0.62,0,0,0.475409836,0.524590164,0.05,F,Carina Witthoeft,Aryna Sabalenka,98,0.61,grass,wimbledon,R,71.65
1631,0.148148148,0.574468085,0,0,0.5,0.5,0,F,Annika Beck,Polona Hercog,59,0.680851064,grass,wimbledon,R,71.65
1632,0.036363636,0.591397849,0,0,0.448275862,0.551724138,0.053763441,F,Varvara Lepchenko,Polona Hercog,106,0.623655914,grass,wimbledon,R,71.65
1633,0.074074074,0.6,109.5185185,97.26666667,0.52173913,0.47826087,0.066666667,F,Svetlana Kuznetsova,Polona Hercog,40,0.511111111,grass,wimbledon,R,71.65
1328,0.069767442,0.477777778,81.60465116,63.11363636,0.44,0.56,0.033333333,F,Chloe Paquet,Kristyna Pliskova,79,0.555555556,clay,french,L,72
1329,0.230769231,0.6,0,0,0.477272727,0.522727273,0.030769231,F,Roberta Vinci,Kristyna Pliskova,68,0.676923077,grass,wimbledon,L,72
1330,0.119402985,0.626168224,0,0,0.424242424,0.575757576,0.037383178,F,Maria Sakkari,Kristyna Pliskova,103,0.61682243,grass,wimbledon,L,72
1331,0.09375,0.62745098,96.75,81.94117647,0.5,0.5,0.039215686,F,Misa Eguchi,Kristyna Pliskova,57,0.705882353,hard,us,L,72
1332,0.145833333,0.578313253,0,0,0.5,0.5,0.048192771,F,Viktorija Golubic,Kristyna Pliskova,87,0.554216867,hard,aus,L,72
1333,0.157894737,0.567164179,0,0,0.489795918,0.510204082,0,F,Irina Camelia Begu,Kristyna Pliskova,75,0.731343284,hard,aus,L,72
1334,0.222222222,0.6,102.8148148,80.33333333,0.428571429,0.571428571,0.066666667,F,Angelique Kerber,Kristyna Pliskova,41,0.466666667,hard,aus,L,72
1755,0.263888889,0.610169492,108.375,90.14634146,0.542857143,0.457142857,0.042372881,M,Yoshihito Nishioka,Alex Bolt,113,0.593220339,hard,aus,L,72
1756,0.024390244,0.602941176,111.3170732,89.13636364,0.441176471,0.558823529,0.073529412,M,David Ferrer,Omar Jasika,52,0.5,hard,aus,L,72
19,0.260869565,0.5,117,75.74193548,0.465116279,0.534883721,0.050724638,M,Martin Klizan,Laurent Lokoli,156,0.623188406,clay,french,R,72
51,0.115384615,0.666666667,93.35897436,86.56756757,0.474358974,0.525641026,0.017094017,M,John Isner,Jordan Thompson,117,0.666666667,clay,french,R,72
52,0.089285714,0.56,0,0,0.508196721,0.491803279,0.01,M,Albert Ramos Vinolas,Jordan Thompson,102,0.61,grass,wimbledon,R,72
53,0.063063063,0.641618497,109.2432432,85.71153846,0.505050505,0.494949495,0.057803468,M,Jack Sock,Jordan Thompson,165,0.572254335,hard,us,R,72
54,0.226804124,0.664383562,114.7010309,85.75,0.474226804,0.525773196,0.006849315,M,Joao Sousa,Jordan Thompson,149,0.664383562,hard,aus,R,72
55,0.074626866,0.544715447,109.5522388,83.05454545,0.5,0.5,0.008130081,M,Dominic Thiem,Jordan Thompson,102,0.569105691,hard,aus,R,72
230,0.075471698,0.540816327,99.9245283,64.58536585,0.431372549,0.568627451,0.040816327,M,Richard Gasquet,Arthur De Greef,85,0.520408163,clay,french,R,72
751,0.132075472,0.588888889,88.49056604,62.05555556,0.485294118,0.514705882,0.011111111,M,John Isner,Paolo Lorenzi,89,0.755555556,clay,french,R,72
752,0.113636364,0.575163399,0,0,0.51,0.49,0.026143791,M,Horacio Zeballos,Paolo Lorenzi,148,0.653594771,grass,wimbledon,R,72
753,0.073684211,0.698529412,0,0,0.5,0.5,0.007352941,M,Jared Donaldson,Paolo Lorenzi,129,0.632352941,grass,wimbledon,R,72
754,0.134615385,0.604651163,114.2115385,83.96875,0.509803922,0.490196078,0.023255814,M,Thomas Fabbiano,Paolo Lorenzi,95,0.593023256,hard,us,R,72
755,0.076923077,0.515873016,113.6461538,90.48076923,0.525,0.475,0.071428571,M,Kevin Anderson,Paolo Lorenzi,105,0.634920635,hard,us,R,72
756,0.12345679,0.574468085,110.3580247,87.38181818,0.542553191,0.457446809,0.035460993,M,James Duckworth,Paolo Lorenzi,145,0.666666667,hard,aus,R,72
757,0.081632653,0.6125,107.1632653,82.33333333,0.52,0.48,0.05,M,Viktor Troicki,Paolo Lorenzi,155,0.625,hard,aus,R,72
1274,0.03125,0.666666667,0,0,0.476190476,0.523809524,0.0625,F,Tatjana Maria,Ying Ying Duan,46,0.4375,clay,french,R,72
1275,0.111111111,0.574468085,0,0,0.535714286,0.464285714,0.063829787,F,Ana Bogdan,Ying Ying Duan,40,0.595744681,grass,wimbledon,R,72
1276,0.050847458,0.67816092,98.96610169,86.59259259,0.52,0.48,0.011494253,F,Claire Liu,Ying Ying Duan,93,0.574712644,hard,us,R,72
1277,0,0.66,91.42424242,77.8,0.56,0.44,0.04,F,,Ying Ying Duan,43,0.5,hard,us,R,72
1278,0.02173913,0.707692308,94.56521739,77.2,0.525,0.475,0.061538462,F,Rebecca Sramkova,Ying Ying Duan,60,0.615384615,hard,aus,R,72
1279,0.025316456,0.745283019,91.13924051,78.57692308,0.52238806,0.47761194,0.009433962,F,Varvara Lepchenko,Ying Ying Duan,120,0.632075472,hard,aus,R,72
1280,0.032258065,0.607843137,96.77419355,83.52941176,0.476190476,0.523809524,0.058823529,F,Venus Williams,Ying Ying Duan,35,0.411764706,hard,aus,R,72
1707,0.140350877,0.587628866,80.14035088,67.44736842,0.542372881,0.457627119,0.020618557,M,Juan Martin del Potro,Adrian Menendez Maceiras,79,0.608247423,hard,us,R,72
1708,0.105263158,0.575757576,108.8596491,85.61538462,0.5,0.5,0.03030303,M,Adrian Mannarino,Bjorn Fratangelo,89,0.545454545,hard,us,R,72
1761,0.09375,0.581818182,112.890625,86.46666667,0.567164179,0.432835821,0.009090909,M,Grigor Dimitrov,Christopher O'Connell,81,0.609090909,hard,aus,R,72
1771,0.0625,0.592592593,97.8125,78.73684211,0.708333333,0.291666667,0.055555556,F,Elina Svitolina,Galina Voskoboeva,48,0.444444444,hard,aus,R,72
1787,0.177777778,0.592105263,108.4666667,89.5,0.363636364,0.636363636,0.013157895,F,,Samantha Crawford,72,0.578947368,hard,aus,R,72
237,0.053763441,0.6,0,0,0.520408163,0.479591837,0.051612903,M,Alexandre Muller,Thiago Monteiro,165,0.632258065,clay,french,L,72.05
238,0.05,0.634920635,89,91.75,0.44,0.56,0.047619048,M,Gael Monfils,Thiago Monteiro,48,0.396825397,clay,french,L,72.05
239,0.067961165,0.677631579,0,0,0.495327103,0.504672897,0.006578947,M,Andrew Whittington,Thiago Monteiro,148,0.703947368,grass,wimbledon,L,72.05
240,0.120481928,0.576388889,0,0,0.505263158,0.494736842,0.027777778,M,Karen Khachanov,Thiago Monteiro,148,0.659722222,grass,wimbledon,L,72.05
241,0.066666667,0.540540541,114.15,90,0.53968254,0.46031746,0.072072072,M,Jo Wilfried Tsonga,Thiago Monteiro,89,0.567567568,hard,aus,L,72.05
328,0.038461538,0.596330275,0,0,0.469230769,0.530769231,0.02293578,M,David Ferrer,Donald Young,182,0.596330275,clay,french,L,72.05
329,0.073529412,0.62962963,0,0,0.480519481,0.519480519,0.046296296,M,Denis Istomin,Donald Young,108,0.712962963,grass,wimbledon,L,72.05
330,0.102941176,0.653846154,109.5588235,92.03030303,0.406779661,0.593220339,0.028846154,M,Rafael Nadal,Donald Young,82,0.567307692,grass,wimbledon,L,72.05
331,0.072916667,0.623376623,98.91666667,84.59615385,0.510416667,0.489583333,0.038961039,M,Gael Monfils,Donald Young,151,0.623376623,hard,us,L,72.05
332,0.080645161,0.666666667,105.2419355,82.17241379,0.555555556,0.444444444,0.021505376,M,Philipp Kohlschreiber,Donald Young,66,0.483870968,hard,aus,L,72.05
864,0.243243243,0.660714286,73.08108108,83.57142857,0.512195122,0.487804878,0.089285714,F,Julia Boserup,Petra Kvitova,66,0.732142857,clay,french,L,72.05
865,0.066666667,0.722891566,87.1,77.28571429,0.404255319,0.595744681,0.108433735,F,Bethanie Mattek Sands,Petra Kvitova,83,0.56626506,clay,french,L,72.05
866,0.181818182,0.559322034,101.030303,92.04761905,0.526315789,0.473684211,0.084745763,F,Johanna Larsson,Petra Kvitova,70,0.644067797,grass,wimbledon,L,72.05
867,0.109090909,0.639534884,99.38181818,92.45454545,0.5,0.5,0.104651163,F,Madison Brengle,Petra Kvitova,78,0.488372093,grass,wimbledon,L,72.05
868,0.024390244,0.630769231,103.902439,91.78947368,0.487179487,0.512820513,0.076923077,F,Jelena Jankovic,Petra Kvitova,75,0.6,hard,us,L,72.05
869,0.263157895,0.5,101.6315789,89.6875,0.592592593,0.407407407,0.078947368,F,,Petra Kvitova,57,0.710526316,hard,us,L,72.05
870,0.2,0.555555556,100.64,92,0.424242424,0.575757576,0.022222222,F,Caroline Garcia,Petra Kvitova,63,0.733333333,hard,us,L,72.05
871,0.088888889,0.548780488,103.6,89.64285714,0.489795918,0.510204082,0.109756098,F,,Petra Kvitova,81,0.597560976,hard,us,L,72.05
872,0.127272727,0.56122449,104.2727273,93.82352941,0.559322034,0.440677966,0.091836735,F,Venus Williams,Petra Kvitova,94,0.602040816,hard,us,L,72.05
1541,0.232876712,0.646017699,0,0,0.518072289,0.481927711,0.053097345,M,Jerzy Janowicz,Denis Shapovalov,119,0.734513274,grass,wimbledon,L,72.05
1542,0.030769231,0.670103093,113.2,92.44827586,0.514705882,0.485294118,0.030927835,M,Jo Wilfried Tsonga,Denis Shapovalov,103,0.701030928,hard,us,L,72.05
1543,0.16,0.632911392,112.56,94.20833333,0.563636364,0.436363636,0.063291139,M,Kyle Edmund,Denis Shapovalov,98,0.696202532,hard,us,L,72.05
1544,0.112676056,0.596638655,113.2535211,95.54545455,0.474358974,0.525641026,0.033613445,M,Pablo Carreno Busta,Denis Shapovalov,124,0.655462185,hard,us,L,72.05
1557,0.065217391,0.713178295,0,0,0.546511628,0.453488372,0.023255814,M,Tommy Haas,Ruben Bemelmans,145,0.666666667,grass,wimbledon,L,72.05
1558,0.090909091,0.698412698,0,0,0.488372093,0.511627907,0.023809524,M,Daniil Medvedev,Ruben Bemelmans,150,0.682539683,grass,wimbledon,L,72.05
1559,0.075949367,0.731481481,110.3164557,97.7037037,0.525641026,0.474358974,0.018518519,M,Kevin Anderson,Ruben Bemelmans,87,0.722222222,grass,wimbledon,L,72.05
1560,0.052631579,0.633333333,110.3684211,92.3,0.464285714,0.535714286,0.033333333,M,Lucas Pouille,Ruben Bemelmans,79,0.622222222,hard,us,L,72.05
1573,0.091666667,0.652173913,0,0,0.513513514,0.486486486,0.032608696,M,Radu Albot,Facundo Bagnis,165,0.60326087,grass,wimbledon,L,72.05
1574,0.22,0.531914894,0,0,0.423076923,0.576923077,0.042553191,M,Daniel Evans,Facundo Bagnis,75,0.553191489,hard,aus,L,72.05
30,0.222222222,0.541353383,104.6944444,93.98181818,0.5,0.5,0.045112782,M,Marcos Baghdatis,Nicolas Almagro,155,0.706766917,clay,french,R,72.05
31,0.2,0.68627451,92.57142857,62.73333333,0.540540541,0.459459459,0.019607843,M,Juan Martin Del Potro,Nicolas Almagro,56,0.725490196,clay,french,R,72.05
32,0.137931034,0.504347826,100.4655172,76.86792453,0.48,0.52,0.034782609,M,Steve Johnson,Nicolas Almagro,95,0.652173913,hard,us,R,72.05
183,0.02,0.510204082,96.12,67.42553191,0.544117647,0.455882353,0.010204082,M,Jozef Kovalik,Stan Wawrinka,106,0.693877551,clay,french,R,72.05
184,0.228571429,0.603448276,103.2428571,86.34146341,0.5,0.5,0.043103448,M,Alexandr Dolgopolov,Stan Wawrinka,120,0.689655172,clay,french,R,72.05
185,0.12244898,0.620253165,100.3061224,77.53571429,0.481481481,0.518518519,0.025316456,M,Fabio Fognini,Stan Wawrinka,96,0.683544304,clay,french,R,72.05
186,0.037974684,0.622047244,109,89.57446809,0.524390244,0.475609756,0.007874016,M,Gael Monfils,Stan Wawrinka,116,0.645669291,clay,french,R,72.05
187,0.041666667,0.623376623,93.02083333,94.92592593,0.592592593,0.407407407,0.025974026,M,Marin Cilic,Stan Wawrinka,88,0.701298701,clay,french,R,72.05
188,0.060606061,0.596385542,100.3434343,88.375,0.452830189,0.547169811,0.018072289,M,Andy Murray,Stan Wawrinka,179,0.638554217,clay,french,R,72.05
189,0.02,0.581395349,115.06,95.72222222,0.5,0.5,0,M,Rafael Nadal,Stan Wawrinka,57,0.488372093,clay,french,R,72.05
190,0.015151515,0.611111111,110.6666667,96.71794872,0.453125,0.546875,0.027777778,M,Daniil Medvedev,Stan Wawrinka,98,0.592592593,grass,wimbledon,R,72.05
191,0.205882353,0.6375,115.4901961,95.73076923,0.523809524,0.476190476,0.0375,M,Martin Klizan,Stan Wawrinka,161,0.65625,hard,aus,R,72.05
192,0.203703704,0.613636364,116.3333333,94.73333333,0.515151515,0.484848485,0.045454545,M,Steve Johnson,Stan Wawrinka,101,0.75,hard,aus,R,72.05
193,0.225352113,0.606837607,113.2676056,95.85714286,0.486842105,0.513157895,0.034188034,M,Viktor Troicki,Stan Wawrinka,130,0.64957265,hard,aus,R,72.05
194,0.227272727,0.564102564,112.3181818,95.55102041,0.471264368,0.528735632,0.017094017,M,Andreas Seppi,Stan Wawrinka,135,0.743589744,hard,aus,R,72.05
195,0.068965517,0.542056075,117.3103448,97.53191489,0.520547945,0.479452055,0.018691589,M,Jo Wilfried Tsonga,Stan Wawrinka,108,0.682242991,hard,aus,R,72.05
196,0.101123596,0.659259259,117.505618,94.11363636,0.465909091,0.534090909,0.014814815,M,Roger Federer,Stan Wawrinka,136,0.651851852,hard,aus,R,72.05
197,0.142857143,0.456521739,103.952381,82.72916667,0.37037037,0.62962963,0.02173913,M,Stan Wawrinka,Jozef Kovalik,84,0.586956522,clay,french,R,72.05
285,0.119047619,0.56,61.45238095,54.15625,0.476190476,0.523809524,0.013333333,M,Kyle Edmund,Gastao Elias,66,0.56,clay,french,R,72.05
286,0.117647059,0.507462687,115.3529412,86.73333333,0.515151515,0.484848485,0.044776119,M,Nick Kyrgios,Gastao Elias,46,0.492537313,hard,aus,R,72.05
384,0.086206897,0.571428571,0,0,0.495726496,0.504273504,0.024630542,M,Rogerio Dutra Silva,Mikhail Youzhny,176,0.57635468,clay,french,R,72.05
385,0.053333333,0.669642857,0,0,0.536231884,0.463768116,0.035714286,M,Nicolas Mahut,Mikhail Youzhny,109,0.616071429,grass,wimbledon,R,72.05
386,0.011764706,0.634328358,113.3058824,95.58695652,0.445652174,0.554347826,0.02238806,M,Milos Raonic,Mikhail Youzhny,117,0.686567164,grass,wimbledon,R,72.05
387,0.04587156,0.615819209,103.3577982,91.46666667,0.489795918,0.510204082,0.04519774,M,Roger Federer,Mikhail Youzhny,143,0.553672316,hard,us,R,72.05
388,0.032258065,0.632653061,0,0,0.48,0.52,0.040816327,M,Marcos Baghdatis,Mikhail Youzhny,35,0.510204082,hard,aus,R,72.05
467,0.305555556,0.444444444,87.75,70.53333333,0.508196721,0.491803279,0,M,Ryan Harrison,Aljaz Bedene,102,0.75308642,clay,french,R,72.05
468,0.222222222,0.495412844,107.6851852,79.80769231,0.492753623,0.507246377,0.027522936,M,Jiri Vesely,Aljaz Bedene,112,0.633027523,clay,french,R,72.05
469,0.161538462,0.643564356,90.57692308,83.13432836,0.487341772,0.512658228,0.024752475,M,Ivo Karlovic,Aljaz Bedene,208,0.782178218,grass,wimbledon,R,72.05
470,0.1875,0.621359223,109.734375,82.7027027,0.515151515,0.484848485,0.019417476,M,Damir Dzumhur,Aljaz Bedene,107,0.640776699,grass,wimbledon,R,72.05
